CPT_id	rootSource	name	obsolete	atomCount	concepts
0877T	CPT	Augmentative analysis of chest computed tomography (CT) imaging data to provide categorical diagnostic subtype classification of interstitial lung disease; obtained without concurrent CT examination of any structure contained in previously acquired diagnostic imaging	False	4	C5944935
0878T	CPT	Augmentative analysis of chest computed tomography (CT) imaging data to provide categorical diagnostic subtype classification of interstitial lung disease; obtained with concurrent CT examination of the same structure	False	4	C5944936
0879T	CPT	Augmentative analysis of chest computed tomography (CT) imaging data to provide categorical diagnostic subtype classification of interstitial lung disease; radiological data preparation and transmission	False	4	C5944937
0880T	CPT	Augmentative analysis of chest computed tomography (CT) imaging data to provide categorical diagnostic subtype classification of interstitial lung disease; physician or other qualified health care professional interpretation and report	False	4	C5944938
0889T	CPT	Personalized target development for accelerated, repetitive high-dose functional connectivity MRI-guided theta-burst stimulation derived from a structural and resting-state functional MRI, including data preparation and transmission, generation of the target, motor threshold-starting location, neuronavigation files and target report, review and interpretation	False	4	C5944948
0898T	CPT	Noninvasive prostate cancer estimation map, derived from augmentative analysis of image-guided fusion biopsy and pathology, including visualization of margin volume and location, with margin determination and physician interpretation and report	False	4	C5944961
0899T	CPT	Noninvasive determination of absolute quantitation of myocardial blood flow (AQMBF), derived from augmentative algorithmic analysis of the dataset acquired via contrast cardiac magnetic resonance (CMR), pharmacologic stress, with interpretation and report by a physician or other qualified health care professional (List separately in addition to code for primary procedure)	False	4	C5944962
0900T	CPT	Noninvasive estimate of absolute quantitation of myocardial blood flow (AQMBF), derived from assistive algorithmic analysis of the dataset acquired via contrast cardiac magnetic resonance (CMR), pharmacologic stress, with interpretation and report by a physician or other qualified health care professional (List separately in addition to code for primary procedure)	False	4	C5944963
0932T	CPT	Noninvasive detection of heart failure derived from augmentative analysis of an echocardiogram that demonstrated preserved ejection fraction, with interpretation and report by a physician or other qualified health care professional	False	4	C5945018;C5945019
0944T	CPT	3D contour simulation of target liver lesion(s) and margin(s) for image-guided percutaneous microwave ablation	False	4	C5945040
0946T	CPT	Orthopedic implant movement analysis using paired computed tomography (CT) examination of the target structure, including data acquisition, data preparation and transmission, interpretation and report (including CT scan of the joint or extremity performed with paired views)	False	4	C5945043;C5945044
0947T	CPT	Magnetic resonance image guided low intensity focused ultrasound (MRgFUS), stereotactic blood-brain barrier disruption using microbubble resonators to increase the concentration of blood-based biomarkers of target, intracranial, including stereotactic navigation and frame placement, when performed	False	4	C5945045;C5945046
0961T					
0972T					
0977T					
0984T					
0985T					
0986T					
0987T					
0992T					
0993T					
1010T					
1020T					
19296	CPT	Placement of radiotherapy afterloading expandable catheter (single or multichannel) into the breast for interstitial radioelement application following partial mastectomy, includes imaging guidance; on date separate from partial mastectomy	False	6	C3705628;C1504120;C3705629;C5692260
19297	CPT	Placement of radiotherapy afterloading expandable catheter (single or multichannel) into the breast for interstitial radioelement application following partial mastectomy, includes imaging guidance; concurrent with partial mastectomy (List separately in addition to code for primary procedure)	False	6	C3705630;C1504121;C5692261;C3705631
19298	CPT	Placement of radiotherapy after loading brachytherapy catheters (multiple tube and button type) into the breast for interstitial radioelement application following (at the time of or subsequent to) partial mastectomy, includes imaging guidance	False	7	C1504122;C3705633;C3705632;C5692262;C3518233
20555	CPT	Placement of needles or catheters into muscle and/or soft tissue for subsequent interstitial radioelement application (at the time of or subsequent to the procedure)	False	10	C1964173;C3518253;C3518252;C3518254;C5692289;C3518251;C3518249;C3518250
31643	CPT	Bronchoscopy, rigid or flexible, including fluoroscopic guidance, when performed; with placement of catheter(s) for intracavitary radioelement application	False	8	C3520340;C5693551;C3520341;C3520339;C3520338;C0695022
32553	CPT	Placement of interstitial device(s) for radiation therapy guidance (eg, fiducial markers, dosimeter), percutaneous, intra-thoracic, single or multiple	False	6	C2724263;C5693598;C5406390;C5406389
32701	CPT	Thoracic target(s) delineation for stereotactic body radiation therapy (SRS/SBRT), (photon or particle beam), entire course of treatment	False	6	C5406403;C3511512;C5406404;C5693626
36415	CPT	Collection of venous blood by venipuncture	False	5	C1548758
41019	CPT	Placement of needles, catheters, or other device(s) into the head and/or neck region (percutaneous, transoral, or transnasal) for subsequent interstitial radioelement application	False	22	C1964203;C5694315;C5407940;C5407943;C3521364;C5407941;C3521352;C3521354;C3521366;C3521351;C3521357;C3521358;C3521363;C3521367;C3521355;C3521360;C3521361;C5407938;C5407939;C5407942
49327	CPT	Laparoscopy, surgical; with placement of interstitial device(s) for radiation therapy guidance (eg, fiducial markers, dosimeter), intra-abdominal, intrapelvic, and/or retroperitoneum, including imaging guidance, if performed, single or multiple (List separately in addition to code for primary procedure)	False	16	C2939250;C5408704;C3522347;C3522339;C3522342;C3522348;C5694827;C3522341;C3522340;C5408700;C5408699;C5408703;C5408701;C5408702
49411	CPT	Placement of interstitial device(s) for radiation therapy guidance (eg, fiducial markers, dosimeter), percutaneous, intra-abdominal, intra-pelvic (except prostate), and/or retroperitoneum, single or multiple	False	12	C2724291;C5408709;C5694834;C5408711;C5408712;C5408713;C5408714;C5408715;C5408708;C5408710
49412	CPT	Placement of interstitial device(s) for radiation therapy guidance (eg, fiducial markers, dosimeter), open, intra-abdominal, intrapelvic, and/or retroperitoneum, including image guidance, if performed, single or multiple (List separately in addition to code for primary procedure)	False	16	C2939251;C3522363;C3522358;C3522359;C3522362;C3522364;C5694835;C3522356;C3522355;C3522360;C3522354;C3522357;C3522361;C3522365
51020	CPT	Cystotomy or cystostomy, with fulguration and/or insertion of radioactive material	False	10	C3522787;C2066271;C3514575;C3522789;C2066273;C3522788;C3522790;C0372359
51798	CPT	Measurement of post-voiding residual urine and/or bladder capacity by ultrasound, non-imaging	False	6	C5408997;C1144666;C3514616;C5408996
55875	CPT	Transperineal placement of needles or catheters into prostate for interstitial radioelement application, with or without cystoscopy	False	8	C3867541;C0372514;C3523188;C3867540;C5695224;C3523189
55876	CPT	Placement of interstitial device(s) for radiation therapy guidance (eg, fiducial markers, dosimeter), prostate (via needle, any approach), single or multiple	False	10	C5695225;C3867538;C3867535;C3867537;C3867539;C3523190;C1737192;C4052186
55920	CPT	Placement of needles or catheters into pelvic organs and/or genitalia (except prostate) for subsequent interstitial radioelement application	False	10	C1964220;C5409239;C5409235;C3523193;C5697563;C5409237;C5409238;C5409236
57155	CPT	Insertion of uterine tandem and/or vaginal ovoids for clinical brachytherapy	False	7	C0973318;C5697565;C3523208;C3523209;C3523210
57156	CPT	Insertion of a vaginal radiation afterloading apparatus for clinical brachytherapy	False	5	C2939256;C5695257
58346	CPT	Insertion of Heyman capsules for clinical brachytherapy	False	5	C5695321;C0973319
61715	CPT	Magnetic resonance image guided high intensity focused ultrasound (MRgFUS), stereotactic ablation of target, intracranial, including stereotactic navigation and frame placement, when performed	False	6	C5944453;C5944455;C5944452;C5944454
61770	CPT	Stereotactic localization, including burr hole(s), with insertion of catheter(s) or probe(s) for placement of radiation source	False	8	C5695555;C3524183;C3524181;C0196063;C3524180;C3524182
61796	CPT	Stereotactic radiosurgery (particle beam, gamma ray, or linear accelerator); 1 simple cranial lesion	False	5	C2366674;C5695559;C5409641
61797	CPT	Stereotactic radiosurgery (particle beam, gamma ray, or linear accelerator); each additional cranial lesion, simple (List separately in addition to code for primary procedure)	False	5	C2366675;C5695560;C5409643
61798	CPT	Stereotactic radiosurgery (particle beam, gamma ray, or linear accelerator); 1 complex cranial lesion	False	5	C2366676;C5695561;C5409644
61799	CPT	Stereotactic radiosurgery (particle beam, gamma ray, or linear accelerator); each additional cranial lesion, complex (List separately in addition to code for primary procedure)	False	5	C5695562;C5409646;C2366677
61800	CPT	Application of stereotactic headframe for stereotactic radiosurgery (List separately in addition to code for primary procedure)	False	5	C2366678;C5695563;C3515200
63620	CPT	Stereotactic radiosurgery (particle beam, gamma ray, or linear accelerator); 1 spinal lesion	False	7	C3866866;C3866865;C3866867;C2366680;C5695709
63621	CPT	Stereotactic radiosurgery (particle beam, gamma ray, or linear accelerator); each additional spinal lesion (List separately in addition to code for primary procedure)	False	7	C5410310;C5410311;C2366681;C5695710;C5410309
70100	CPT	Radiologic examination, mandible; partial, less than 4 views	False	9	C0202719;C3866675;C3866678;C3866676;C3866677;C5696049
70110	CPT	Radiologic examination, mandible; complete, minimum of 4 views	False	6	C3866674;C0202720;C5696050
70120	CPT	Radiologic examination, mastoids; less than 3 views per side	False	11	C3866668;C3866671;C0202728;C3866669;C3866672;C3866670;C3866673;C5696051
70130	CPT	Radiologic examination, mastoids; complete, minimum of 3 views per side	False	6	C3866667;C0202729;C5696052
70134	CPT	Radiologic examination, internal auditory meati, complete	False	6	C3866666;C0202736;C5696053
70140	CPT	Radiologic examination, facial bones; less than 3 views	False	8	C0202710;C3866664;C3866665;C3866663;C5697548
70150	CPT	Radiologic examination, facial bones; complete, minimum of 3 views	False	6	C0202711;C3866661;C3527532
70160	CPT	Radiologic examination, nasal bones, complete, minimum of 3 views	False	6	C0202731;C3515732;C3866659
70190	CPT	Radiologic examination; optic foramina	False	5	C0202748;C5696055
70200	CPT	Radiologic examination; orbits, complete, minimum of 4 views	False	9	C0202747;C3866656;C3866654;C3866655;C3866657;C5696056;C2013765
70210	CPT	Radiologic examination, sinuses, paranasal, less than 3 views	False	6	C3866653;C0202733;C5697549
70220	CPT	Radiologic examination, sinuses, paranasal, complete, minimum of 3 views	False	7	C0202734;C3866650;C3866651;C5696057
70240	CPT	Radiologic examination, sella turcica	False	5	C0202686;C3515735
70250	CPT	Radiologic examination, skull; less than 4 views	False	7	C3866647;C3866649;C3866648;C5696058;C0373139
70260	CPT	Radiologic examination, skull; complete, minimum of 4 views	False	6	C3866646;C5696059;C0373140
70300	CPT	Radiologic examination, teeth; single view	False	10	C3866644;C0202775;C2586170;C3866645;C3866642;C3866643;C5697550
70310	CPT	Radiologic examination, teeth; partial examination, less than full mouth	False	5	C5410809;C0202776
70320	CPT	Radiologic examination, teeth; complete, full mouth	False	5	C0202777;C5410810
70328	CPT	Radiologic examination, temporomandibular joint, open and closed mouth; unilateral	False	5	C0202723;C5410811;C5696060
70330	CPT	Radiologic examination, temporomandibular joint, open and closed mouth; bilateral	False	6	C5416789;C0202724;C5410812;C5696061
70336	CPT	Magnetic resonance (eg, proton) imaging, temporomandibular joint(s)	False	6	C5410814;C0202726
70350	CPT	Cephalogram, orthodontic	False	5	C5696063;C0407698
70355	CPT	Orthopantogram (eg, panoramic x-ray)	False	5	C0034579;C5696064
70360	CPT	Radiologic examination; neck, soft tissue	False	5	C0373142
70370	CPT	Radiologic examination; pharynx or larynx, including fluoroscopy and/or magnification technique	False	10	C3866639;C0202769;C3525137;C3525140;C3527533;C3866638;C3525139;C3525136
70371	CPT	Complex dynamic pharyngeal and speech evaluation by cine or video recording	False	6	C0202770;C3866636;C3866637;C3515739
70380	CPT	Radiologic examination, salivary gland for calculus	False	6	C0202741;C1659593;C2121222;C5696065
70450	CPT	Computed tomography, head or brain; without contrast material	False	6	C5410817;C0202692;C5696067;C5410816
70460	CPT	Computed tomography, head or brain; with contrast material(s)	False	6	C3515742;C5410818;C5410819;C1275583
70470	CPT	Computed tomography, head or brain; without contrast material, followed by contrast material(s) and further sections	False	6	C0202694;C3515743;C5410821;C5410820
70471					
70472					
70473					
70480	CPT	Computed tomography, orbit, sella, or posterior fossa or outer, middle, or inner ear; without contrast material	False	10	C5696068;C5410825;C5410822;C5410823;C5410826;C5410824;C5410827;C0373145
70481	CPT	Computed tomography, orbit, sella, or posterior fossa or outer, middle, or inner ear; with contrast material(s)	False	10	C5410829;C5410831;C3515745;C5410828;C5410830;C5410832;C5410833;C0373146
70482	CPT	Computed tomography, orbit, sella, or posterior fossa or outer, middle, or inner ear; without contrast material, followed by contrast material(s) and further sections	False	10	C5410838;C5410834;C5410835;C3515746;C5410839;C5410836;C5410837;C0373147
70486	CPT	Computed tomography, maxillofacial area; without contrast material	False	5	C0202715;C5696069;C5410840
70487	CPT	Computed tomography, maxillofacial area; with contrast material(s)	False	5	C5410841;C0202716;C3515748
70488	CPT	Computed tomography, maxillofacial area; without contrast material, followed by contrast material(s) and further sections	False	5	C0202717;C3515749;C5410842
70490	CPT	Computed tomography, soft tissue neck; without contrast material	False	5	C0202758;C5410843
70491	CPT	Computed tomography, soft tissue neck; with contrast material(s)	False	5	C0202759;C5410844
70492	CPT	Computed tomography, soft tissue neck; without contrast material followed by contrast material(s) and further sections	False	5	C0202760;C5410845;C5696070
70496	CPT	Computed tomographic angiography, head, with contrast material(s), including noncontrast images, if performed, and image postprocessing	False	6	C5410846;C3703790;C5410847;C0918137
70498	CPT	Computed tomographic angiography, neck, with contrast material(s), including noncontrast images, if performed, and image postprocessing	False	6	C5410849;C3703791;C5410848;C0918138
70540	CPT	Magnetic resonance (eg, proton) imaging, orbit, face, and/or neck; without contrast material(s)	False	11	C3495410;C5696071;C5410853;C5410854;C5410855;C5410856;C5410850;C5410851;C5410852
70542	CPT	Magnetic resonance (eg, proton) imaging, orbit, face, and/or neck; with contrast material(s)	False	11	C5410858;C5410863;C5410857;C5410860;C5410862;C5696072;C5410861;C5410859;C0918139
70543	CPT	Magnetic resonance (eg, proton) imaging, orbit, face, and/or neck; without contrast material(s), followed by contrast material(s) and further sequences	False	11	C5410867;C5410870;C5410865;C5410868;C5696073;C5410866;C5410864;C5410869;C0918140
70544	CPT	Magnetic resonance angiography, head; without contrast material(s)	False	5	C4305213;C5696074;C5410871
70545	CPT	Magnetic resonance angiography, head; with contrast material(s)	False	5	C3839357;C5696075;C5410872
70546	CPT	Magnetic resonance angiography, head; without contrast material(s), followed by contrast material(s) and further sequences	False	5	C5410873;C5696076;C0918143
70547	CPT	Magnetic resonance angiography, neck; without contrast material(s)	False	5	C5410874;C4305212;C5696077
70548	CPT	Magnetic resonance angiography, neck; with contrast material(s)	False	5	C5696078;C5410875;C0918145
70549	CPT	Magnetic resonance angiography, neck; without contrast material(s), followed by contrast material(s) and further sequences	False	5	C5410876;C5696079;C0918146
70551	CPT	Magnetic resonance (eg, proton) imaging, brain (including brain stem); without contrast material	False	6	C0202699;C5410878;C5696080;C5410877
70552	CPT	Magnetic resonance (eg, proton) imaging, brain (including brain stem); with contrast material(s)	False	6	C3515757;C0202700;C5410880;C5410879
70553	CPT	Magnetic resonance (eg, proton) imaging, brain (including brain stem); without contrast material, followed by contrast material(s) and further sequences	False	6	C5410881;C3515758;C5410882;C0373149
70554	CPT	Magnetic resonance imaging, brain, functional MRI; including test selection and administration of repetitive body part movement and/or visual stimulation, not requiring physician or psychologist administration	False	7	C5410884;C1740478;C5410885;C3515759;C5410883
70555	CPT	Magnetic resonance imaging, brain, functional MRI; requiring physician or psychologist administration of entire neurofunctional testing	False	6	C1738519;C5696081;C5410886;C5410887
71045	CPT	Radiologic examination, chest; single view	False	5	C4523436
71046	CPT	Radiologic examination, chest; 2 views	False	5	C4523437
71047	CPT	Radiologic examination, chest; 3 views	False	5	C4523438
71048	CPT	Radiologic examination, chest; 4 or more views	False	5	C3515762;C4523439
71100	CPT	Radiologic examination, ribs, unilateral; 2 views	False	7	C0202814;C3866577;C3866578;C5696085
71101	CPT	Radiologic examination, ribs, unilateral; including posteroanterior chest, minimum of 3 views	False	7	C0202815;C3866576;C3866575;C5696086
71110	CPT	Radiologic examination, ribs, bilateral; 3 views	False	7	C3866573;C3866574;C0202817;C5696087
71111	CPT	Radiologic examination, ribs, bilateral; including posteroanterior chest, minimum of 4 views	False	7	C3866571;C0202818;C3866572;C5696088
71120	CPT	Radiologic examination; sternum, minimum of 2 views	False	6	C0202821;C3866570;C5696089
71130	CPT	Radiologic examination; sternoclavicular joint or joints, minimum of 3 views	False	6	C0202822;C3866569;C5696090
71250	CPT	Computed tomography, thorax, diagnostic; without contrast material	False	5	C1961126;C5410899;C2041475
71260	CPT	Computed tomography, thorax, diagnostic; with contrast material(s)	False	5	C0202824;C3515769;C5410901
71270	CPT	Computed tomography, thorax, diagnostic; without contrast material, followed by contrast material(s) and further sections	False	5	C5696091;C0202825;C5410902
71271	CPT	Computed tomography, thorax, low dose for lung cancer screening, without contrast material(s)	False	5	C5410903;C5410904;C5410905
71275	CPT	Computed tomographic angiography, chest (noncoronary), with contrast material(s), including noncontrast images, if performed, and image postprocessing	False	6	C5410907;C3703801;C5410906;C0918147
71550	CPT	Magnetic resonance (eg, proton) imaging, chest (eg, for evaluation of hilar and mediastinal lymphadenopathy); without contrast material(s)	False	6	C5696092;C5410908;C0202826;C5410909
71551	CPT	Magnetic resonance (eg, proton) imaging, chest (eg, for evaluation of hilar and mediastinal lymphadenopathy); with contrast material(s)	False	6	C5410910;C5410911;C2316260;C0918148
71552	CPT	Magnetic resonance (eg, proton) imaging, chest (eg, for evaluation of hilar and mediastinal lymphadenopathy); without contrast material(s), followed by contrast material(s) and further sequences	False	6	C5410913;C3515771;C5410912;C0918149
71555	CPT	Magnetic resonance angiography, chest (excluding myocardium), with or without contrast material(s)	False	6	C5410914;C5410915;C3515772;C0373154
72020	CPT	Radiologic examination, spine, single view, specify level	False	12	C3866556;C3866559;C3866557;C3866561;C0373156;C3515774;C3866554;C3866555;C3866560;C3866558
72040	CPT	Radiologic examination, spine, cervical; 2 or 3 views	False	10	C3866548;C3866549;C3866551;C3866552;C3866553;C3866550;C3701998;C5696093
72050	CPT	Radiologic examination, spine, cervical; 4 or 5 views	False	8	C5696094;C3866544;C3511537;C3866545;C3866546;C3866547
72052	CPT	Radiologic examination, spine, cervical; 6 or more views	False	7	C5410918;C3515777;C5410916;C5410917;C0373157
72070	CPT	Radiologic examination, spine; thoracic, 2 views	False	6	C3853585;C2061525;C5410919
72072	CPT	Radiologic examination, spine; thoracic, 3 views	False	6	C0203159;C3866540;C3515779
72074	CPT	Radiologic examination, spine; thoracic, minimum of 4 views	False	7	C3866539;C0203160;C3866537;C3866538;C3515780
72080	CPT	Radiologic examination, spine; thoracolumbar junction, minimum of 2 views	False	6	C3853576;C2061523;C3515781;C5410920
72081	CPT	Radiologic examination, spine, entire thoracic and lumbar, including skull, cervical and sacral spine if performed (eg, scoliosis evaluation); one view	False	6	C4051877;C5696095;C5410922;C5410923
72082	CPT	Radiologic examination, spine, entire thoracic and lumbar, including skull, cervical and sacral spine if performed (eg, scoliosis evaluation); 2 or 3 views	False	8	C5410925;C4051876;C5696096;C5410927;C5410926;C5410928
72083	CPT	Radiologic examination, spine, entire thoracic and lumbar, including skull, cervical and sacral spine if performed (eg, scoliosis evaluation); 4 or 5 views	False	8	C5410930;C5410931;C4051875;C5696097;C5410933;C5410932
72084	CPT	Radiologic examination, spine, entire thoracic and lumbar, including skull, cervical and sacral spine if performed (eg, scoliosis evaluation); minimum of 6 views	False	6	C5410935;C5410934;C5696098;C4051874
72100	CPT	Radiologic examination, spine, lumbosacral; 2 or 3 views	False	8	C5696099;C3866532;C3515783;C3866534;C3866533;C2061524
72110	CPT	Radiologic examination, spine, lumbosacral; minimum of 4 views	False	6	C3866531;C3866530;C3515784
72114	CPT	Radiologic examination, spine, lumbosacral; complete, including bending views, minimum of 6 views	False	6	C5696100;C3866528;C3866529;C3853587
72120	CPT	Radiologic examination, spine, lumbosacral; bending views only, 2 or 3 views	False	8	C3866524;C3853588;C3866525;C5696101;C5410937;C5410936
72125	CPT	Computed tomography, cervical spine; without contrast material	False	5	C0203150;C5697551;C5410938
72126	CPT	Computed tomography, cervical spine; with contrast material	False	5	C0203151;C3515788;C5410939
72127	CPT	Computed tomography, cervical spine; without contrast material, followed by contrast material(s) and further sections	False	5	C0203152;C3515789;C5410940
72128	CPT	Computed tomography, thoracic spine; without contrast material	False	5	C5696102;C0203164;C5410941
72129	CPT	Computed tomography, thoracic spine; with contrast material	False	5	C0203165;C3515791;C5410942
72130	CPT	Computed tomography, thoracic spine; without contrast material, followed by contrast material(s) and further sections	False	5	C5410943;C0203166;C3515792
72131	CPT	Computed tomography, lumbar spine; without contrast material	False	5	C5416811;C0203173;C5696103
72132	CPT	Computed tomography, lumbar spine; with contrast material	False	5	C0203174;C5410944;C3515794
72133	CPT	Computed tomography, lumbar spine; without contrast material, followed by contrast material(s) and further sections	False	5	C0203175;C3515795;C5410945
72141	CPT	Magnetic resonance (eg, proton) imaging, spinal canal and contents, cervical; without contrast material	False	5	C0373158;C5696104;C5410946
72142	CPT	Magnetic resonance (eg, proton) imaging, spinal canal and contents, cervical; with contrast material(s)	False	5	C5410947;C3515797;C0373159
72146	CPT	Magnetic resonance (eg, proton) imaging, spinal canal and contents, thoracic; without contrast material	False	5	C5696105;C5410948;C0373160
72147	CPT	Magnetic resonance (eg, proton) imaging, spinal canal and contents, thoracic; with contrast material(s)	False	5	C3515799;C5410949;C0373161
72148	CPT	Magnetic resonance (eg, proton) imaging, spinal canal and contents, lumbar; without contrast material	False	5	C5696106;C5410950;C0373162
72149	CPT	Magnetic resonance (eg, proton) imaging, spinal canal and contents, lumbar; with contrast material(s)	False	5	C0373163;C5410951;C3515801
72156	CPT	Magnetic resonance (eg, proton) imaging, spinal canal and contents, without contrast material, followed by contrast material(s) and further sequences; cervical	False	5	C3515802;C5410952;C0373164
72157	CPT	Magnetic resonance (eg, proton) imaging, spinal canal and contents, without contrast material, followed by contrast material(s) and further sequences; thoracic	False	5	C3515803;C5410953;C0373165
72158	CPT	Magnetic resonance (eg, proton) imaging, spinal canal and contents, without contrast material, followed by contrast material(s) and further sequences; lumbar	False	5	C0373166;C5410954;C3515804
72159	CPT	Magnetic resonance angiography, spinal canal and contents, with or without contrast material(s)	False	6	C5410955;C5696107;C5410956;C0373167
72170	CPT	Radiologic examination, pelvis; 1 or 2 views	False	11	C5696108;C5410957;C0203194;C3860868;C3860862;C3866518;C3866519;C4052149;C4052150
72190	CPT	Radiologic examination, pelvis; complete, minimum of 3 views	False	6	C0203195;C3866516;C3515806;C4052148
72191	CPT	Computed tomographic angiography, pelvis, with contrast material(s), including noncontrast images, if performed, and image postprocessing	False	6	C5410959;C5696109;C5410958;C0918150
72192	CPT	Computed tomography, pelvis; without contrast material	False	5	C0203198;C5410960
72193	CPT	Computed tomography, pelvis; with contrast material(s)	False	5	C0203199;C5410961
72194	CPT	Computed tomography, pelvis; without contrast material, followed by contrast material(s) and further sections	False	5	C0203200;C3515808;C5410962
72195	CPT	Magnetic resonance (eg, proton) imaging, pelvis; without contrast material(s)	False	5	C5410963;C5696110;C0918151
72196	CPT	Magnetic resonance (eg, proton) imaging, pelvis; with contrast material(s)	False	5	C0203201;C2315896;C5410964
72197	CPT	Magnetic resonance (eg, proton) imaging, pelvis; without contrast material(s), followed by contrast material(s) and further sequences	False	5	C3515810;C5410965;C0918152
72198	CPT	Magnetic resonance angiography, pelvis, with or without contrast material(s)	False	6	C5696111;C0373168;C5410967;C5410966
72200	CPT	Radiologic examination, sacroiliac joints; less than 3 views	False	7	C3866511;C0373169;C3866512;C5696112
72202	CPT	Radiologic examination, sacroiliac joints; 3 or more views	False	6	C5696113;C0203187;C3866510
72220	CPT	Radiologic examination, sacrum and coccyx, minimum of 2 views	False	7	C0203189;C3866509;C3866508;C5696114
73000	CPT	Radiologic examination; clavicle, complete	False	8	C0203226;C3866501;C3515824;C3866502;C3866503;C2075294
73010	CPT	Radiologic examination; scapula, complete	False	7	C2121206;C3866500;C3866499;C3515825;C0373176
73020	CPT	Radiologic examination, shoulder; 1 view	False	9	C0203222;C3860528;C3866498;C2061623;C3866497;C3866496
73030	CPT	Radiologic examination, shoulder; complete, minimum of 2 views	False	7	C0373177;C3866494;C3866495;C3515826
73050	CPT	Radiologic examination; acromioclavicular joints, bilateral, with or without weighted distraction	False	10	C3866493;C3525206;C3866492;C5696122;C3525207;C5410979;C5410980;C0373179
73060	CPT	Radiologic examination; humerus, minimum of 2 views	False	7	C0203216;C3866488;C3866489;C3515828
73070	CPT	Radiologic examination, elbow; 2 views	False	7	C0203231;C3853590;C3866487
73080	CPT	Radiologic examination, elbow; complete, minimum of 3 views	False	8	C3866485;C0203232;C3866484;C3866486;C3515829
73090	CPT	Radiologic examination; forearm, 2 views	False	6	C0203237;C3515830
73092	CPT	Radiologic examination; upper extremity, infant, minimum of 2 views	False	6	C0203217;C3866483
73100	CPT	Radiologic examination, wrist; 2 views	False	7	C3853591;C3866482;C3865637
73110	CPT	Radiologic examination, wrist; complete, minimum of 3 views	False	8	C0203242;C3866479;C3866481;C3866480;C3515831
73120	CPT	Radiologic examination, hand; 2 views	False	7	C2028623;C0203246;C3866478;C3866477
73130	CPT	Radiologic examination, hand; minimum of 3 views	False	8	C3866475;C0203247;C3866476;C3866474
73140	CPT	Radiologic examination, finger(s), minimum of 2 views	False	12	C3866471;C0203250;C3866472;C3866470;C3866473
73200	CPT	Computed tomography, upper extremity; without contrast material	False	5	C5410983;C0203252;C5696125
73201	CPT	Computed tomography, upper extremity; with contrast material(s)	False	5	C0203253;C5410984
73202	CPT	Computed tomography, upper extremity; without contrast material, followed by contrast material(s) and further sections	False	5	C5410985;C0203254;C3515832
73206	CPT	Computed tomographic angiography, upper extremity, with contrast material(s), including noncontrast images, if performed, and image postprocessing	False	6	C5410987;C3703808;C5410986;C0918153
73218	CPT	Magnetic resonance (eg, proton) imaging, upper extremity, other than joint; without contrast material(s)	False	5	C5696126;C5410988;C0918154
73219	CPT	Magnetic resonance (eg, proton) imaging, upper extremity, other than joint; with contrast material(s)	False	7	C5410991;C3515835;C5410989;C5410990;C0918155
73220	CPT	Magnetic resonance (eg, proton) imaging, upper extremity, other than joint; without contrast material(s), followed by contrast material(s) and further sequences	False	7	C0203255;C3515836;C5410994;C5410992;C5410993
73221	CPT	Magnetic resonance (eg, proton) imaging, any joint of upper extremity; without contrast material(s)	False	8	C5410996;C5696127;C5410995;C5410997;C5410998;C3853592
73222	CPT	Magnetic resonance (eg, proton) imaging, any joint of upper extremity; with contrast material(s)	False	8	C5411000;C5411002;C5411001;C5410999;C0918156
73223	CPT	Magnetic resonance (eg, proton) imaging, any joint of upper extremity; without contrast material(s), followed by contrast material(s) and further sequences	False	8	C5411004;C5411003;C3515837;C5411005;C5411006;C0918157
73225	CPT	Magnetic resonance angiography, upper extremity, with or without contrast material(s)	False	6	C5696128;C5411008;C5411007;C0373182
73501	CPT	Radiologic examination, hip, unilateral, with pelvis when performed; 1 view	False	6	C4052147;C5696129;C4051873;C4052146
73502	CPT	Radiologic examination, hip, unilateral, with pelvis when performed; 2-3 views	False	6	C5411009;C5411010;C5696130;C4051872
73503	CPT	Radiologic examination, hip, unilateral, with pelvis when performed; minimum of 4 views	False	6	C5696131;C5411011;C4051871;C4052142
73521	CPT	Radiologic examination, hips, bilateral, with pelvis when performed; 2 views	False	6	C5696132;C4052141;C4051870
73522	CPT	Radiologic examination, hips, bilateral, with pelvis when performed; 3-4 views	False	8	C4052140;C5696133;C4052137;C4051869;C4052026;C4052138
73523	CPT	Radiologic examination, hips, bilateral, with pelvis when performed; minimum of 5 views	False	6	C4052135;C5696134;C4051868;C4052136
73551	CPT	Radiologic examination, femur; 1 view	False	5	C3861760;C5696136;C4051867
73552	CPT	Radiologic examination, femur; minimum 2 views	False	5	C4051866;C5696137;C4051980
73560	CPT	Radiologic examination, knee; 1 or 2 views	False	16	C3866437;C3866439;C5411013;C3866435;C3866438;C3866440;C3853674;C2061628;C3861157;C3861242;C3861291;C3865625;C3866436;C5696138
73562	CPT	Radiologic examination, knee; 3 views	False	8	C0203275;C3866434;C3866432;C3866433
73564	CPT	Radiologic examination, knee; complete, 4 or more views	False	6	C0373185;C3866431;C3515844
73565	CPT	Radiologic examination, knee; both knees, standing, anteroposterior	False	5	C0373186;C5696139;C5411014
73590	CPT	Radiologic examination; tibia and fibula, 2 views	False	6	C0203278;C2061914;C3515847
73592	CPT	Radiologic examination; lower extremity, infant, minimum of 2 views	False	6	C0203270;C3515848;C5411015
